codigo,familia,seccion,descripcion,pdf,familias_todas
080344000,Fitting Bronce,Codo HI-HI,3/4”,08_Fitting-Bronce.pdf,Fitting Bronce
080355000,Fitting Bronce,Codo HI-HI,1”,08_Fitting-Bronce.pdf,Fitting Bronce
080422000,Fitting Bronce,Bushing HE-HI Codo HI-HE 1/2” Codo So-So,3/8”,08_Fitting-Bronce.pdf,Fitting Bronce
080423000,Fitting Bronce,Bushing HE-HI Codo HI-HE 1/2” Codo So-So,3/8” x 1/2”,08_Fitting-Bronce.pdf,Fitting Bronce
080423004,Fitting Bronce,Codo So-HE,3/8” x 1/2”,08_Fitting-Bronce.pdf,Fitting Bronce
080432000,Fitting Bronce,Bushing HE-HI Codo HI-HE 1/2” Codo So-So,1/2” x 3/8”,08_Fitting-Bronce.pdf,Fitting Bronce
080433000,Fitting Bronce,Bushing HE-HI Codo HI-HE 1/2” Codo So-So,1/2”,08_Fitting-Bronce.pdf,Fitting Bronce
080433002,Fitting Bronce,Codo en Bolsa Unitaria Tee en Bolsa Unitaria,So-HE 1/2”,08_Fitting-Bronce.pdf,Fitting Bronce
080433004,Fitting Bronce,Codo So-HE,1/2”,08_Fitting-Bronce.pdf,Fitting Bronce
080434000,Fitting Bronce,Bushing HE-HI Codo HI-HE 1/2” Codo So-So,1/2” x 3/4”,08_Fitting-Bronce.pdf,Fitting Bronce
080443000,Fitting Bronce,Bushing HE-HI Codo HI-HE 1/2” Codo So-So,3/4” x 1/2”,08_Fitting-Bronce.pdf,Fitting Bronce
080444000,Fitting Bronce,Bushing HE-HI Codo HI-HE 1/2” Codo So-So,3/4”,08_Fitting-Bronce.pdf,Fitting Bronce
080444002,Fitting Bronce,Codo en Bolsa Unitaria Tee en Bolsa Unitaria,So-HE 3/4”,08_Fitting-Bronce.pdf,Fitting Bronce
080444004,Fitting Bronce,Codo So-HE,3/4”,08_Fitting-Bronce.pdf,Fitting Bronce
080454000,Fitting Bronce,Bushing HE-HI Codo HI-HE 1/2” Codo So-So,1” x 3/4”,08_Fitting-Bronce.pdf,Fitting Bronce
080455000,Fitting Bronce,Bushing HE-HI Codo HI-HE 1/2” Codo So-So,1”,08_Fitting-Bronce.pdf,Fitting Bronce
080455004,Fitting Bronce,Codo So-HE,1”,08_Fitting-Bronce.pdf,Fitting Bronce
080466000,Fitting Bronce,Bushing HE-HI Codo HI-HE 1/2” Codo So-So,1.1/4”,08_Fitting-Bronce.pdf,Fitting Bronce
080477000,Fitting Bronce,Bushing HE-HI Codo HI-HE 1/2” Codo So-So,1.1/2”,08_Fitting-Bronce.pdf,Fitting Bronce
080488000,Fitting Bronce,Bushing HE-HI Codo HI-HE 1/2” Codo So-So,2”,08_Fitting-Bronce.pdf,Fitting Bronce
080522000,Fitting Bronce,Bushing HE-HI Codo HI-HE 1/2” Codo So-So,3/8”,08_Fitting-Bronce.pdf,Fitting Bronce
080523000,Fitting Bronce,Bushing HE-HI Codo HI-HE 1/2” Codo So-So,3/8” x 1/2”,08_Fitting-Bronce.pdf,Fitting Bronce
080532000,Fitting Bronce,Bushing HE-HI Codo HI-HE 1/2” Codo So-So,1/2” x 3/8”,08_Fitting-Bronce.pdf,Fitting Bronce
080533000,Fitting Bronce,Bushing HE-HI Codo HI-HE 1/2” Codo So-So,1/2”,08_Fitting-Bronce.pdf,Fitting Bronce
080533002,Fitting Bronce,Codo en Bolsa Unitaria Tee en Bolsa Unitaria,So-HI 1/2”,08_Fitting-Bronce.pdf,Fitting Bronce
080533004,Fitting Bronce,Codo So-HI,1/2”,08_Fitting-Bronce.pdf,Fitting Bronce
080534000,Fitting Bronce,Bushing HE-HI Codo HI-HE 1/2” Codo So-So,1/2” x 3/4”,08_Fitting-Bronce.pdf,Fitting Bronce
080543000,Fitting Bronce,Bushing HE-HI Codo HI-HE 1/2” Codo So-So,3/4” x 1/2”,08_Fitting-Bronce.pdf,Fitting Bronce
080544000,Fitting Bronce,Bushing HE-HI Codo HI-HE 1/2” Codo So-So,3/4”,08_Fitting-Bronce.pdf,Fitting Bronce
080544002,Fitting Bronce,Codo en Bolsa Unitaria Tee en Bolsa Unitaria,So-HI 3/4”,08_Fitting-Bronce.pdf,Fitting Bronce
080544004,Fitting Bronce,Codo So-HI,3/4”,08_Fitting-Bronce.pdf,Fitting Bronce
080554000,Fitting Bronce,Bushing HE-HI Codo HI-HE 1/2” Codo So-So,1 x 3/4”,08_Fitting-Bronce.pdf,Fitting Bronce
080555000,Fitting Bronce,Bushing HE-HI Codo HI-HE 1/2” Codo So-So,1”,08_Fitting-Bronce.pdf,Fitting Bronce
080555002,Fitting Bronce,Codo en Bolsa Unitaria Tee en Bolsa Unitaria,So-HI 1”,08_Fitting-Bronce.pdf,Fitting Bronce
080555004,Fitting Bronce,Codo So-HI,1”,08_Fitting-Bronce.pdf,Fitting Bronce
080566000,Fitting Bronce,Bushing HE-HI Codo HI-HE 1/2” Codo So-So,1.1/4”,08_Fitting-Bronce.pdf,Fitting Bronce
080577000,Fitting Bronce,Bushing HE-HI Codo HI-HE 1/2” Codo So-So,1.1/2”,08_Fitting-Bronce.pdf,Fitting Bronce
080588000,Fitting Bronce,Bushing HE-HI Codo HI-HE 1/2” Codo So-So,2”,08_Fitting-Bronce.pdf,Fitting Bronce
080622000,Fitting Bronce,Bushing HE-HI Codo HI-HE 1/2” Codo So-So,3/8”,08_Fitting-Bronce.pdf,Fitting Bronce
080622002,Fitting Bronce,Codo en Bolsa Unitaria Tee en Bolsa Unitaria,So-So 3/8”,08_Fitting-Bronce.pdf,Fitting Bronce
080622004,Fitting Bronce,Codo So-So,3/8”,08_Fitting-Bronce.pdf,Fitting Bronce
080632000,Fitting Bronce,Bushing HE-HI Codo HI-HE 1/2” Codo So-So,1/2” x 3/8”,08_Fitting-Bronce.pdf,Fitting Bronce
080632004,Fitting Bronce,Codo So-So,1/2” x 3/8”,08_Fitting-Bronce.pdf,Fitting Bronce
080633000,Fitting Bronce,Bushing HE-HI Codo HI-HE 1/2” Codo So-So,1/2”,08_Fitting-Bronce.pdf,Fitting Bronce
080633002,Fitting Bronce,Codo en Bolsa Unitaria Tee en Bolsa Unitaria,So-So 1/2”,08_Fitting-Bronce.pdf,Fitting Bronce
080633004,Fitting Bronce,Codo So-So,1/2”,08_Fitting-Bronce.pdf,Fitting Bronce
080643000,Fitting Bronce,Bushing HE-HI Codo HI-HE 1/2” Codo So-So,3/4” x 1/2”,08_Fitting-Bronce.pdf,Fitting Bronce
080643002,Fitting Bronce,Codo en Bolsa Unitaria Tee en Bolsa Unitaria,So-So 3/4” x 1/2”,08_Fitting-Bronce.pdf,Fitting Bronce
080643004,Fitting Bronce,Codo So-So,3/4” x 1/2”,08_Fitting-Bronce.pdf,Fitting Bronce
080644000,Fitting Bronce,Bushing HE-HI Codo HI-HE 1/2” Codo So-So,3/4”,08_Fitting-Bronce.pdf,Fitting Bronce
080644002,Fitting Bronce,Codo en Bolsa Unitaria Tee en Bolsa Unitaria,So-So 3/4”,08_Fitting-Bronce.pdf,Fitting Bronce
080644004,Fitting Bronce,Codo So-So,3/4”,08_Fitting-Bronce.pdf,Fitting Bronce
080653000,Fitting Bronce,Bushing HE-HI Codo HI-HE 1/2” Codo So-So,1” x 1/2”,08_Fitting-Bronce.pdf,Fitting Bronce
080654000,Fitting Bronce,Bushing HE-HI Codo HI-HE 1/2” Codo So-So,1” x 3/4”,08_Fitting-Bronce.pdf,Fitting Bronce
080654002,Fitting Bronce,Codo en Bolsa Unitaria Tee en Bolsa Unitaria,So-So 1” x 3/4”,08_Fitting-Bronce.pdf,Fitting Bronce
080655000,Fitting Bronce,Bushing HE-HI Codo HI-HE 1/2” Codo So-So,1.1/4” x 1”,08_Fitting-Bronce.pdf,Fitting Bronce
080655002,Fitting Bronce,Codo en Bolsa Unitaria Tee en Bolsa Unitaria,So-So 1”,08_Fitting-Bronce.pdf,Fitting Bronce
080655004,Fitting Bronce,Codo So-So,1”,08_Fitting-Bronce.pdf,Fitting Bronce
080663000,Fitting Bronce,Bushing HE-HI Codo HI-HE 1/2” Codo So-So,1.1/4” x 1/2”,08_Fitting-Bronce.pdf,Fitting Bronce
080664000,Fitting Bronce,Bushing HE-HI Codo HI-HE 1/2” Codo So-So,1.1/4” x 3/4”,08_Fitting-Bronce.pdf,Fitting Bronce
080665000,Fitting Bronce,Bushing HE-HI Codo HI-HE 1/2” Codo So-So,1”,08_Fitting-Bronce.pdf,Fitting Bronce
080666000,Fitting Bronce,Bushing HE-HI Codo HI-HE 1/2” Codo So-So,1.1/4”,08_Fitting-Bronce.pdf,Fitting Bronce
080666004,Fitting Bronce,Codo So-So,1.1/4“,08_Fitting-Bronce.pdf,Fitting Bronce
080673000,Fitting Bronce,Bushing HE-HI Codo HI-HE 1/2” Codo So-So,1.1/2” x 1/2”,08_Fitting-Bronce.pdf,Fitting Bronce
080674000,Fitting Bronce,Bushing HE-HI Codo HI-HE 1/2” Codo So-So,1.1/2” x 3/4”,08_Fitting-Bronce.pdf,Fitting Bronce
080675000,Fitting Bronce,Bushing HE-HI Codo HI-HE 1/2” Codo So-So,1.1/2” x 1”,08_Fitting-Bronce.pdf,Fitting Bronce
080676000,Fitting Bronce,Bushing HE-HI Codo HI-HE 1/2” Codo So-So,1.1/2” x 1.1/4”,08_Fitting-Bronce.pdf,Fitting Bronce
080677000,Fitting Bronce,Bushing HE-HI Codo HI-HE 1/2” Codo So-So,1.1/2”,08_Fitting-Bronce.pdf,Fitting Bronce
080677004,Fitting Bronce,Codo So-So,1.1/2”,08_Fitting-Bronce.pdf,Fitting Bronce
080685000,Fitting Bronce,Bushing HE-HI Codo HI-HE 1/2” Codo So-So,2” x 1”,08_Fitting-Bronce.pdf,Fitting Bronce
080686000,Fitting Bronce,Bushing HE-HI Codo HI-HE 1/2” Codo So-So,2” x 1.1/4”,08_Fitting-Bronce.pdf,Fitting Bronce
080687000,Fitting Bronce,Bushing HE-HI Codo HI-HE 1/2” Codo So-So,2” x 1.1/2”,08_Fitting-Bronce.pdf,Fitting Bronce
080688000,Fitting Bronce,Bushing HE-HI Codo HI-HE 1/2” Codo So-So,2”,08_Fitting-Bronce.pdf,Fitting Bronce
080688004,Fitting Bronce,Codo So-So,2”,08_Fitting-Bronce.pdf,Fitting Bronce
080699000,Fitting Bronce,Bushing HE-HI Codo HI-HE 1/2” Codo So-So,2.1/2”,08_Fitting-Bronce.pdf,Fitting Bronce
0806AA000,Fitting Bronce,Bushing HE-HI Codo HI-HE 1/2” Codo So-So,3”,08_Fitting-Bronce.pdf,Fitting Bronce
0806BB000,Fitting Bronce,Bushing HE-HI Codo HI-HE 1/2” Codo So-So,4”,08_Fitting-Bronce.pdf,Fitting Bronce
0806CC000,Fitting Bronce,Bushing HE-HI Codo HI-HE 1/2” Codo So-So,5”,08_Fitting-Bronce.pdf,Fitting Bronce
080722000,Fitting Bronce,Tapagorro HI Copla So-So,3/8”,08_Fitting-Bronce.pdf,Fitting Bronce
080722004,Fitting Bronce,Copla So-So,3/8” Tee So-So-HI,08_Fitting-Bronce.pdf,Fitting Bronce
080732000,Fitting Bronce,Tapagorro HI Copla So-So,1/2” x 3/8”,08_Fitting-Bronce.pdf,Fitting Bronce
080732002,Fitting Bronce,Codo en Bolsa Unitaria Tee en Bolsa Unitaria,So-So 1/2” x 3/8”,08_Fitting-Bronce.pdf,Fitting Bronce
080732004,Fitting Bronce,Copla So-So,1/2” x 3/8”,08_Fitting-Bronce.pdf,Fitting Bronce
080733000,Fitting Bronce,Tapagorro HI Copla So-So,1/2”,08_Fitting-Bronce.pdf,Fitting Bronce
080733002,Fitting Bronce,Codo en Bolsa Unitaria Tee en Bolsa Unitaria,So-So 1/2”,08_Fitting-Bronce.pdf,Fitting Bronce
080733004,Fitting Bronce,Copla So-So,1/2”,08_Fitting-Bronce.pdf,Fitting Bronce
080733100,Fitting Bronce,Tapagorro So,1/2”,08_Fitting-Bronce.pdf,Fitting Bronce
080743000,Fitting Bronce,Tapagorro So,3/4” x 1/2”,08_Fitting-Bronce.pdf,Fitting Bronce
080743002,Fitting Bronce,Codo en Bolsa Unitaria Tee en Bolsa Unitaria,So-So 3/4” x 1/2”,08_Fitting-Bronce.pdf,Fitting Bronce
080743004,Fitting Bronce,Copla So-So,3/4” x 1/2”,08_Fitting-Bronce.pdf,Fitting Bronce
080744000,Fitting Bronce,Tapagorro So,3/4”,08_Fitting-Bronce.pdf,Fitting Bronce
080744002,Fitting Bronce,Codo en Bolsa Unitaria Tee en Bolsa Unitaria,So-So 3/4”,08_Fitting-Bronce.pdf,Fitting Bronce
080744004,Fitting Bronce,Copla So-So,3/4” Tee So-So-So,08_Fitting-Bronce.pdf,Fitting Bronce
080753000,Fitting Bronce,Tapagorro So,1” x 1/2”,08_Fitting-Bronce.pdf,Fitting Bronce
080754000,Fitting Bronce,Tapagorro So,1” x 3/4”,08_Fitting-Bronce.pdf,Fitting Bronce
080754004,Fitting Bronce,Copla So-So,1” x 3/4”,08_Fitting-Bronce.pdf,Fitting Bronce
080755000,Fitting Bronce,Tapagorro So,1”,08_Fitting-Bronce.pdf,Fitting Bronce
080755004,Fitting Bronce,Copla So-So,1”,08_Fitting-Bronce.pdf,Fitting Bronce
080763000,Fitting Bronce,Tapagorro So,1.1/4” x 1/2”,08_Fitting-Bronce.pdf,Fitting Bronce
080764000,Fitting Bronce,Tapagorro So,1.1/4” x 3/4”,08_Fitting-Bronce.pdf,Fitting Bronce
080765000,Fitting Bronce,Tapagorro So,1.1/4” x 1”,08_Fitting-Bronce.pdf,Fitting Bronce
080766000,Fitting Bronce,Tapagorro So,1.1/4”,08_Fitting-Bronce.pdf,Fitting Bronce
080773000,Fitting Bronce,Tapagorro So,1.1/2” x 1/2” 80,08_Fitting-Bronce.pdf,Fitting Bronce
080774000,Fitting Bronce,Tapagorro So,1.1/2” x 3/4”,08_Fitting-Bronce.pdf,Fitting Bronce
080775000,Fitting Bronce,Tapagorro So,1.1/2” x 1”,08_Fitting-Bronce.pdf,Fitting Bronce
080776000,Fitting Bronce,Tapagorro So,1.1/2” x 1.1/4”,08_Fitting-Bronce.pdf,Fitting Bronce
080777000,Fitting Bronce,Tapagorro So,1.1/2”,08_Fitting-Bronce.pdf,Fitting Bronce
080785000,Fitting Bronce,Tapagorro So,2” x 1”,08_Fitting-Bronce.pdf,Fitting Bronce
080786000,Fitting Bronce,Tapagorro So,2”x 1.1/4”,08_Fitting-Bronce.pdf,Fitting Bronce
080787000,Fitting Bronce,Tapagorro So,2” x 1.1/2”,08_Fitting-Bronce.pdf,Fitting Bronce
080788000,Fitting Bronce,Tapagorro So,2”,08_Fitting-Bronce.pdf,Fitting Bronce
080797000,Fitting Bronce,Tapagorro So,2.1/2” x 1.1/2”,08_Fitting-Bronce.pdf,Fitting Bronce
080798000,Fitting Bronce,Tapagorro So,2.1/2” x 2”,08_Fitting-Bronce.pdf,Fitting Bronce
080799000,Fitting Bronce,Tapagorro So,2.1/2”,08_Fitting-Bronce.pdf,Fitting Bronce
0807A9000,Fitting Bronce,Tapagorro So,3” x 2.1/2”,08_Fitting-Bronce.pdf,Fitting Bronce
0807AA000,Fitting Bronce,Tapagorro So,3”,08_Fitting-Bronce.pdf,Fitting Bronce
0807B8000,Fitting Bronce,Tapagorro So,4” x 2”,08_Fitting-Bronce.pdf,Fitting Bronce
0807BA000,Fitting Bronce,Tapagorro So,4” x 3”,08_Fitting-Bronce.pdf,Fitting Bronce
0807BB000,Fitting Bronce,Tapagorro So,4”,08_Fitting-Bronce.pdf,Fitting Bronce
0807CB000,Fitting Bronce,Tapagorro So,5” x 4”,08_Fitting-Bronce.pdf,Fitting Bronce
0807CC000,Fitting Bronce,Tapagorro So,5”,08_Fitting-Bronce.pdf,Fitting Bronce
080830000,Fitting Bronce,Tapagorro HI Copla So-So,1/2”,08_Fitting-Bronce.pdf,Fitting Bronce
080830002,Fitting Bronce,Codo en Bolsa Unitaria Tee en Bolsa Unitaria,HI 1/2”,08_Fitting-Bronce.pdf,Fitting Bronce
080830004,Fitting Bronce,Tapagorro HI,1/2”,08_Fitting-Bronce.pdf,Fitting Bronce
080840000,Fitting Bronce,Tapagorro HI Copla So-So,3/4”,08_Fitting-Bronce.pdf,Fitting Bronce
080850000,Fitting Bronce,Tapagorro HI Copla So-So,1”,08_Fitting-Bronce.pdf,Fitting Bronce
080860000,Fitting Bronce,Tapagorro HI Copla So-So,1.1/4”,08_Fitting-Bronce.pdf,Fitting Bronce
080870000,Fitting Bronce,Tapagorro HI Copla So-So,1.1/2”,08_Fitting-Bronce.pdf,Fitting Bronce
080880000,Fitting Bronce,Tapagorro HI Copla So-So,2”,08_Fitting-Bronce.pdf,Fitting Bronce
080920000,Fitting Bronce,Tapagorro So,3/8”,08_Fitting-Bronce.pdf,Fitting Bronce
080930000,Fitting Bronce,Tapagorro So,1/2”,08_Fitting-Bronce.pdf,Fitting Bronce
080930002,Fitting Bronce,Codo en Bolsa Unitaria Tee en Bolsa Unitaria,So 1/2”,08_Fitting-Bronce.pdf,Fitting Bronce
080930004,Fitting Bronce,Tapagorro So,1/2”,08_Fitting-Bronce.pdf,Fitting Bronce
080940000,Fitting Bronce,Tapagorro So,3/4”,08_Fitting-Bronce.pdf,Fitting Bronce
080940004,Fitting Bronce,Tapagorro So,3/4”,08_Fitting-Bronce.pdf,Fitting Bronce
080950000,Fitting Bronce,Tapagorro So,1”,08_Fitting-Bronce.pdf,Fitting Bronce
080960000,Fitting Bronce,Tapagorro So,1.1/4”,08_Fitting-Bronce.pdf,Fitting Bronce
080970000,Fitting Bronce,Tapagorro So,1.1/2”,08_Fitting-Bronce.pdf,Fitting Bronce
080980000,Fitting Bronce,Tapagorro So,2”,08_Fitting-Bronce.pdf,Fitting Bronce
081030000,Fitting Bronce,Tapagorro So,1/2”,08_Fitting-Bronce.pdf,Fitting Bronce
081030002,Fitting Bronce,Codo en Bolsa Unitaria Tee en Bolsa Unitaria,1/2”,08_Fitting-Bronce.pdf,Fitting Bronce
081030004,Fitting Bronce,Tapón Macho,1/2”,08_Fitting-Bronce.pdf,Fitting Bronce
081040000,Fitting Bronce,Tapagorro So,3/4”,08_Fitting-Bronce.pdf,Fitting Bronce
081050000,Fitting Bronce,Tapagorro So,1”,08_Fitting-Bronce.pdf,Fitting Bronce
081060000,Fitting Bronce,Tapagorro So,1.1/4”,08_Fitting-Bronce.pdf,Fitting Bronce
081070000,Fitting Bronce,Tapagorro So,1.1/2”,08_Fitting-Bronce.pdf,Fitting Bronce
081080000,Fitting Bronce,Tapagorro So,2”,08_Fitting-Bronce.pdf,Fitting Bronce
081233300,Fitting Bronce,Tee So-So-So,1/2”,08_Fitting-Bronce.pdf,Fitting Bronce
081233302,Fitting Bronce,Codo en Bolsa Unitaria Tee en Bolsa Unitaria,So-So-HI 1/2”,08_Fitting-Bronce.pdf,Fitting Bronce
081233400,Fitting Bronce,Tee So-So-So,1/2” x 1/2” x 3/4”,08_Fitting-Bronce.pdf,Fitting Bronce
081243300,Fitting Bronce,Tee So-So-So,3/4“ x 1/2” x 1/2“,08_Fitting-Bronce.pdf,Fitting Bronce
081244300,Fitting Bronce,Tee So-So-So,3/4” x 3/4” x 1/2”,08_Fitting-Bronce.pdf,Fitting Bronce
081244302,Fitting Bronce,Codo en Bolsa Unitaria Tee en Bolsa Unitaria,So-So-HI 3/4” x 3/4” x 1/2”,08_Fitting-Bronce.pdf,Fitting Bronce
081244304,Fitting Bronce,Copla So-So,3/4” x 3/4” x 1/2”,08_Fitting-Bronce.pdf,Fitting Bronce
081244400,Fitting Bronce,Tee So-So-So,3/4”,08_Fitting-Bronce.pdf,Fitting Bronce
081255300,Fitting Bronce,Tee So-So-So,1” x 1” x 1/2”,08_Fitting-Bronce.pdf,Fitting Bronce
081322200,Fitting Bronce,Tee So-So-So,3/8”,08_Fitting-Bronce.pdf,Fitting Bronce
081332200,Fitting Bronce,Tee So-So-So,1/2” x 3/8” x 3/8”,08_Fitting-Bronce.pdf,Fitting Bronce
081332300,Fitting Bronce,Tee So-So-So,1/2” x 3/8” x 1/2”,08_Fitting-Bronce.pdf,Fitting Bronce
081333200,Fitting Bronce,Tee So-So-So,1/2” x 1/2” x 3/8”,08_Fitting-Bronce.pdf,Fitting Bronce
081333300,Fitting Bronce,Tee So-So-So,1/2”,08_Fitting-Bronce.pdf,Fitting Bronce
081333302,Fitting Bronce,Codo en Bolsa Unitaria Tee en Bolsa Unitaria,So-So-So 1/2”,08_Fitting-Bronce.pdf,Fitting Bronce
081333304,Fitting Bronce,Copla So-So,1/2”,08_Fitting-Bronce.pdf,Fitting Bronce
081333400,Fitting Bronce,Tee So-So-So,1/2” x 1/2” x 3/4”,08_Fitting-Bronce.pdf,Fitting Bronce
081343300,Fitting Bronce,Tee So-So-So,3/4” x 1/2” x 1/2”,08_Fitting-Bronce.pdf,Fitting Bronce
081343302,Fitting Bronce,Codo en Bolsa Unitaria Tee en Bolsa Unitaria,So-So-So 3/4” x 1/2” x 1/2”,08_Fitting-Bronce.pdf,Fitting Bronce
081343304,Fitting Bronce,Copla So-So,3/4” x 1/2” x 1/2”,08_Fitting-Bronce.pdf,Fitting Bronce
081343400,Fitting Bronce,Tee So-So-So,3/4” x 1/2” x 3/4”,08_Fitting-Bronce.pdf,Fitting Bronce
081343402,Fitting Bronce,Codo en Bolsa Unitaria Tee en Bolsa Unitaria,So-So-So 3/4” x 1/2” x 3/4”,08_Fitting-Bronce.pdf,Fitting Bronce
081344300,Fitting Bronce,Tee So-So-So,3/4” x 3/4” x 1/2”,08_Fitting-Bronce.pdf,Fitting Bronce
081344302,Fitting Bronce,Codo en Bolsa Unitaria Tee en Bolsa Unitaria,So-So-So 3/4” x 3/4” x 1/2”,08_Fitting-Bronce.pdf,Fitting Bronce
081344304,Fitting Bronce,Copla So-So,3/4” x 3/4” x 1/2”,08_Fitting-Bronce.pdf,Fitting Bronce
081344400,Fitting Bronce,Tee So-So-So,3/4”,08_Fitting-Bronce.pdf,Fitting Bronce
081344402,Fitting Bronce,Codo en Bolsa Unitaria Tee en Bolsa Unitaria,So-So-So 3/4”,08_Fitting-Bronce.pdf,Fitting Bronce
081344404,Fitting Bronce,Copla So-So,3/4”,08_Fitting-Bronce.pdf,Fitting Bronce
081353400,Fitting Bronce,Tee So-So-So,1.1/2” x 1.1/2” x 3/4”,08_Fitting-Bronce.pdf,Fitting Bronce
081354300,Fitting Bronce,Tee So-So-So,1” x 3/4” x 1/2”,08_Fitting-Bronce.pdf,Fitting Bronce
081354400,Fitting Bronce,Tee So-So-So,1” x 3/4” x 3/4”,08_Fitting-Bronce.pdf,Fitting Bronce
081354500,Fitting Bronce,Tee So-So-So,1” x 3/4” x 1”,08_Fitting-Bronce.pdf,Fitting Bronce
081355300,Fitting Bronce,Tee So-So-So,1” x 1” x 1/2”,08_Fitting-Bronce.pdf,Fitting Bronce
081355304,Fitting Bronce,Copla So-So,1” x 1” x 1/2“,08_Fitting-Bronce.pdf,Fitting Bronce
081355400,Fitting Bronce,Tee So-So-So,1” x 1” x 3/4”,08_Fitting-Bronce.pdf,Fitting Bronce
081355402,Fitting Bronce,Codo en Bolsa Unitaria Tee en Bolsa Unitaria,So-So-So 1” x 1” x 3/4”,08_Fitting-Bronce.pdf,Fitting Bronce
081355404,Fitting Bronce,Copla So-So,1” x 1” x 3/4”,08_Fitting-Bronce.pdf,Fitting Bronce
081355500,Fitting Bronce,Tee So-So-So,1”,08_Fitting-Bronce.pdf,Fitting Bronce
081355502,Fitting Bronce,Codo en Bolsa Unitaria Tee en Bolsa Unitaria,So-So-So 1”,08_Fitting-Bronce.pdf,Fitting Bronce
081355504,Fitting Bronce,Copla So-So,1”,08_Fitting-Bronce.pdf,Fitting Bronce
081366300,Fitting Bronce,Tee So-So-So,1.1/4” x 1.1/4” x 1/2”,08_Fitting-Bronce.pdf,Fitting Bronce
081366400,Fitting Bronce,Tee So-So-So,1.1/4” x 1.1/4” x 3/4”,08_Fitting-Bronce.pdf,Fitting Bronce
081366500,Fitting Bronce,Tee So-So-So,1.1/4” x 1.1/4” x 1”,08_Fitting-Bronce.pdf,Fitting Bronce
081366600,Fitting Bronce,Tee So-So-So,1.1/4”,08_Fitting-Bronce.pdf,Fitting Bronce
081377300,Fitting Bronce,Tee So-So-So,1.1/2” x 1.1/2” x 1/2”,08_Fitting-Bronce.pdf,Fitting Bronce
081377400,Fitting Bronce,Tee So-So-So,1.1/2” x 1.1/2” x 1”,08_Fitting-Bronce.pdf,Fitting Bronce
081377700,Fitting Bronce,Tee So-So-So,1.1/2”,08_Fitting-Bronce.pdf,Fitting Bronce
081377704,Fitting Bronce,Copla So-So,1.1/2”,08_Fitting-Bronce.pdf,Fitting Bronce
081388300,Fitting Bronce,Tee So-So-So,2” x 2” x 1/2”,08_Fitting-Bronce.pdf,Fitting Bronce
081388400,Fitting Bronce,Tee So-So-So,2” x 2” x 3/4”,08_Fitting-Bronce.pdf,Fitting Bronce
081388500,Fitting Bronce,Tee So-So-So,2” x 2” x 1”,08_Fitting-Bronce.pdf,Fitting Bronce
081388600,Fitting Bronce,Tee So-So-So,2” x 2” x 1.1/4”,08_Fitting-Bronce.pdf,Fitting Bronce
081388700,Fitting Bronce,Tee So-So-So,2” x 2” x 1.1/2”,08_Fitting-Bronce.pdf,Fitting Bronce
081388800,Fitting Bronce,Tee So-So-So,2“,08_Fitting-Bronce.pdf,Fitting Bronce
081388804,Fitting Bronce,Copla So-So,2”,08_Fitting-Bronce.pdf,Fitting Bronce
081399500,Fitting Bronce,Tee So-So-So,2.1/2” x 1“ x 1”,08_Fitting-Bronce.pdf,Fitting Bronce
081399600,Fitting Bronce,Tee So-So-So,2.1/2” x 1.1/4“ x 1.1/4”,08_Fitting-Bronce.pdf,Fitting Bronce
081399700,Fitting Bronce,Tee So-So-So,2.1/2” x 2.1/2” x 1.1/2”,08_Fitting-Bronce.pdf,Fitting Bronce
081399800,Fitting Bronce,Tee So-So-So,2.1/2” x 2.1/2” x 2”,08_Fitting-Bronce.pdf,Fitting Bronce
081399900,Fitting Bronce,Tee So-So-So,2.1/2”,08_Fitting-Bronce.pdf,Fitting Bronce
0813AA000,Fitting Bronce,Tee So-So-So,3”,08_Fitting-Bronce.pdf,Fitting Bronce
0813AA800,Fitting Bronce,Tee So-So-So,3” x 3” x 2”,08_Fitting-Bronce.pdf,Fitting Bronce
0813AA900,Fitting Bronce,Tee So-So-So,3” x 3” x 2.1/2”,08_Fitting-Bronce.pdf,Fitting Bronce
0813BB900,Fitting Bronce,Tee So-So-So,4” x 4” x 2”,08_Fitting-Bronce.pdf,Fitting Bronce
0813BBA00,Fitting Bronce,Tee So-So-So,4” x 4” x 3,08_Fitting-Bronce.pdf,Fitting Bronce
0813BBB00,Fitting Bronce,Tee So-So-So,4“,08_Fitting-Bronce.pdf,Fitting Bronce
081422000,Fitting Bronce,Terminal So-HE Terminal So-HI,3/8”,08_Fitting-Bronce.pdf,Fitting Bronce
081423000,Fitting Bronce,Terminal So-HE Terminal So-HI,3/8” x 1/2”,08_Fitting-Bronce.pdf,Fitting Bronce
081423002,Fitting Bronce,Codo en Bolsa Unitaria Tee en Bolsa Unitaria,So-HE 3/8” x 1/2”,08_Fitting-Bronce.pdf,Fitting Bronce
081423004,Fitting Bronce,Terminal So-HE,3/8” x 1/2”,08_Fitting-Bronce.pdf,Fitting Bronce
081432000,Fitting Bronce,Terminal So-HE Terminal So-HI,1/2” x 3/8”,08_Fitting-Bronce.pdf,Fitting Bronce
081433000,Fitting Bronce,Terminal So-HE Terminal So-HI,1/2”,08_Fitting-Bronce.pdf,Fitting Bronce
