codigo,familia,seccion,descripcion,pdf,familias_todas
041704004,Teflones,Teﬂón Doméstico Teﬂones,3/4”,17_Teflones.pdf,Teflones
041704005,Teflones,Teﬂón Mejorado Teﬂón Amarillo,3/4”,17_Teflones.pdf,Teflones
041705001,Teflones,Teﬂón Doméstico Teﬂones,1” Teﬂón Jumbo,17_Teflones.pdf,Teflones
041705002,Teflones,Teﬂón Mejorado Teﬂón Amarillo,1”,17_Teflones.pdf,Teflones
041705003,Teflones,Teﬂón Maestro,1”,17_Teflones.pdf,Teflones
041705004,Teflones,Teﬂón Doméstico Teﬂones,1”,17_Teflones.pdf,Teflones
041705005,Teflones,Teﬂón Mejorado Teﬂón Amarillo,1”,17_Teflones.pdf,Teflones
041801001,Griferia General,Combinación Quirúrgica 8”,,04_Griferia-General.pdf,Griferia General
041802001,Griferia General,Cuello Cisne para Mesa Cuello Cisne Giratorio,para Mesa,04_Griferia-General.pdf,Griferia General
041802002,Griferia General,Cuello Cisne para Mesa Cuello Cisne Giratorio,),04_Griferia-General.pdf,Griferia General
041910101,Griferia General,(Lavatorio Común),,04_Griferia-General.pdf,Griferia General
041910301,Griferia General,(Lavatorio Común),,04_Griferia-General.pdf,Griferia General
050433011,Flexibles Agua y Gas,Flexibles,100 cm,05_Flexibles-Agua-Gas.pdf,Flexibles Agua y Gas
050433211,Flexibles Agua y Gas,Flexibles,25 cm,05_Flexibles-Agua-Gas.pdf,Flexibles Agua y Gas
050433212,Flexibles Agua y Gas,Flexible HI-HE 1/2” Flexibles,25 cm,05_Flexibles-Agua-Gas.pdf,Flexibles Agua y Gas
050433213,Flexibles Agua y Gas,Flexible HI-HI 1/2” sin Marca,25 cm,05_Flexibles-Agua-Gas.pdf,Flexibles Agua y Gas
050433221,Flexibles Agua y Gas,Flexibles,25 cm,05_Flexibles-Agua-Gas.pdf,Flexibles Agua y Gas
050433222,Flexibles Agua y Gas,Flexible HI-HE 1/2” Flexibles,25 cm Flexible HI-HI 1/2”,05_Flexibles-Agua-Gas.pdf,Flexibles Agua y Gas
050433223,Flexibles Agua y Gas,Flexible HI-HI 1/2” sin Marca,25 cm sin Garantía,05_Flexibles-Agua-Gas.pdf,Flexibles Agua y Gas
050433311,Flexibles Agua y Gas,Flexibles,30 cm,05_Flexibles-Agua-Gas.pdf,Flexibles Agua y Gas
050433312,Flexibles Agua y Gas,Flexible HI-HE 1/2” Flexibles,30 cm,05_Flexibles-Agua-Gas.pdf,Flexibles Agua y Gas
050433321,Flexibles Agua y Gas,Flexibles,30 cm,05_Flexibles-Agua-Gas.pdf,Flexibles Agua y Gas
050433322,Flexibles Agua y Gas,Flexible HI-HE 1/2” Flexibles,30 cm,05_Flexibles-Agua-Gas.pdf,Flexibles Agua y Gas
050433411,Flexibles Agua y Gas,Flexibles,35 cm,05_Flexibles-Agua-Gas.pdf,Flexibles Agua y Gas
050433412,Flexibles Agua y Gas,Flexible HI-HE 1/2” Flexibles,35 cm,05_Flexibles-Agua-Gas.pdf,Flexibles Agua y Gas
050433413,Flexibles Agua y Gas,Flexible HI-HI 1/2” sin Marca,35 cm,05_Flexibles-Agua-Gas.pdf,Flexibles Agua y Gas
050433421,Flexibles Agua y Gas,Flexibles,35 cm,05_Flexibles-Agua-Gas.pdf,Flexibles Agua y Gas
050433422,Flexibles Agua y Gas,Flexible HI-HE 1/2” Flexibles,35 cm,05_Flexibles-Agua-Gas.pdf,Flexibles Agua y Gas
050433423,Flexibles Agua y Gas,Flexible HI-HI 1/2” sin Marca,35 cm,05_Flexibles-Agua-Gas.pdf,Flexibles Agua y Gas
050433511,Flexibles Agua y Gas,Flexibles,40 cm,05_Flexibles-Agua-Gas.pdf,Flexibles Agua y Gas
050433512,Flexibles Agua y Gas,Flexible HI-HE 1/2” Flexibles,40 cm,05_Flexibles-Agua-Gas.pdf,Flexibles Agua y Gas
050433513,Flexibles Agua y Gas,Flexible HI-HI 1/2” sin Marca,40 cm,05_Flexibles-Agua-Gas.pdf,Flexibles Agua y Gas
050433521,Flexibles Agua y Gas,Flexibles,40 cm,05_Flexibles-Agua-Gas.pdf,Flexibles Agua y Gas
050433522,Flexibles Agua y Gas,Flexible HI-HE 1/2” Flexibles,40 cm,05_Flexibles-Agua-Gas.pdf,Flexibles Agua y Gas
050433523,Flexibles Agua y Gas,Flexible HI-HI 1/2” sin Marca,40 cm,05_Flexibles-Agua-Gas.pdf,Flexibles Agua y Gas
050433611,Flexibles Agua y Gas,Flexibles,50 cm,05_Flexibles-Agua-Gas.pdf,Flexibles Agua y Gas
050433612,Flexibles Agua y Gas,Flexible HI-HE 1/2” Flexibles,50 cm,05_Flexibles-Agua-Gas.pdf,Flexibles Agua y Gas
050433613,Flexibles Agua y Gas,Flexible HI-HI 1/2” sin Marca,50 cm,05_Flexibles-Agua-Gas.pdf,Flexibles Agua y Gas
050433621,Flexibles Agua y Gas,Flexibles,50 cm,05_Flexibles-Agua-Gas.pdf,Flexibles Agua y Gas
050433622,Flexibles Agua y Gas,Flexible HI-HE 1/2” Flexibles,50 cm,05_Flexibles-Agua-Gas.pdf,Flexibles Agua y Gas
050433712,Flexibles Agua y Gas,Flexible HI-HE 1/2” Flexibles,60 cm,05_Flexibles-Agua-Gas.pdf,Flexibles Agua y Gas
050433722,Flexibles Agua y Gas,Flexible HI-HE 1/2” Flexibles,60 cm,05_Flexibles-Agua-Gas.pdf,Flexibles Agua y Gas
050437211,Flexibles Agua y Gas,Flexibles,25 cm,05_Flexibles-Agua-Gas.pdf,Flexibles Agua y Gas
050437311,Flexibles Agua y Gas,Flexibles,30 cm,05_Flexibles-Agua-Gas.pdf,Flexibles Agua y Gas
050437411,Flexibles Agua y Gas,Flexibles,35 cm,05_Flexibles-Agua-Gas.pdf,Flexibles Agua y Gas
050473222,Flexibles Agua y Gas,con Tuerca de Latón,25 cm,05_Flexibles-Agua-Gas.pdf,Flexibles Agua y Gas
050473223,Flexibles Agua y Gas,sin Garantía,25 cm,05_Flexibles-Agua-Gas.pdf,Flexibles Agua y Gas
050473322,Flexibles Agua y Gas,con Tuerca de Latón,30 cm,05_Flexibles-Agua-Gas.pdf,Flexibles Agua y Gas
050473422,Flexibles Agua y Gas,con Tuerca de Latón,35 cm,05_Flexibles-Agua-Gas.pdf,Flexibles Agua y Gas
050473423,Flexibles Agua y Gas,sin Garantía,35 cm,05_Flexibles-Agua-Gas.pdf,Flexibles Agua y Gas
050705811,Flexibles Agua y Gas,Flexibles,,05_Flexibles-Agua-Gas.pdf,Flexibles Agua y Gas
050839321,Flexibles Agua y Gas,Flexibles,,05_Flexibles-Agua-Gas.pdf,Flexibles Agua y Gas
050939321,Flexibles Agua y Gas,Flexibles,,05_Flexibles-Agua-Gas.pdf,Flexibles Agua y Gas
050939621,Flexibles Agua y Gas,Flexibles,,05_Flexibles-Agua-Gas.pdf,Flexibles Agua y Gas
051033211,Flexibles Agua y Gas,apriete Manual,,05_Flexibles-Agua-Gas.pdf,Flexibles Agua y Gas
051033221,Flexibles Agua y Gas,apriete Manual,,05_Flexibles-Agua-Gas.pdf,Flexibles Agua y Gas
051033411,Flexibles Agua y Gas,apriete Manual,,05_Flexibles-Agua-Gas.pdf,Flexibles Agua y Gas
051033421,Flexibles Agua y Gas,apriete Manual,,05_Flexibles-Agua-Gas.pdf,Flexibles Agua y Gas
051133511,Flexibles Agua y Gas,Flexible Gas HI-HI 1/2”,40 cm,05_Flexibles-Agua-Gas.pdf,Flexibles Agua y Gas
051133711,Flexibles Agua y Gas,Flexible Gas HI-HI 1/2”,60 cm,05_Flexibles-Agua-Gas.pdf,Flexibles Agua y Gas
051133811,Flexibles Agua y Gas,Flexible Gas HI-HI 1/2”,100 cm,05_Flexibles-Agua-Gas.pdf,Flexibles Agua y Gas
051162731,Flexibles Agua y Gas,Flexible Gas HI-HI 1/2”,,05_Flexibles-Agua-Gas.pdf,Flexibles Agua y Gas
051336222,Flexibles Agua y Gas,con Llave Angular en Bolsa con Llave Angular,25 cm,05_Flexibles-Agua-Gas.pdf,Flexibles Agua y Gas
051336223,Flexibles Agua y Gas,sin Garantía,25 cm (Blister),05_Flexibles-Agua-Gas.pdf,Flexibles Agua y Gas
051336322,Flexibles Agua y Gas,con Llave Angular en Bolsa con Llave Angular,30 cm,05_Flexibles-Agua-Gas.pdf,Flexibles Agua y Gas
051336422,Flexibles Agua y Gas,con Llave Angular en Bolsa con Llave Angular,35 cm,05_Flexibles-Agua-Gas.pdf,Flexibles Agua y Gas
051336423,Flexibles Agua y Gas,sin Garantía,35 cm (Blister) - “Será Descontinuado”,05_Flexibles-Agua-Gas.pdf,Flexibles Agua y Gas
051337222,Flexibles Agua y Gas,con Llave Angular en Bolsa con Llave Angular,25 cm,05_Flexibles-Agua-Gas.pdf,Flexibles Agua y Gas
051337223,Flexibles Agua y Gas,sin Garantía,25 cm (Bolsa) - “Será Descontinuado”,05_Flexibles-Agua-Gas.pdf,Flexibles Agua y Gas
051337422,Flexibles Agua y Gas,con Llave Angular en Bolsa con Llave Angular,35 cm,05_Flexibles-Agua-Gas.pdf,Flexibles Agua y Gas
051337423,Flexibles Agua y Gas,sin Garantía,35 cm (Bolsa),05_Flexibles-Agua-Gas.pdf,Flexibles Agua y Gas
0514AA812,Flexibles Agua y Gas,Certiﬁcación Según Norma UNI-EN-560,,05_Flexibles-Agua-Gas.pdf,Flexibles Agua y Gas
0515A3711,Flexibles Agua y Gas,Flexible Gas HI-HI 1/2”,60 cm,05_Flexibles-Agua-Gas.pdf,Flexibles Agua y Gas
0515A3811,Flexibles Agua y Gas,Flexible Gas HI-HI 1/2”,100 cm,05_Flexibles-Agua-Gas.pdf,Flexibles Agua y Gas
060111000,Valvulas,06 Válvula bola Otra Válvula Bola,1/4”,06_Valvulas.pdf,Valvulas
060122000,Valvulas,06 Válvula bola Otra Válvula Bola,3/8”,06_Valvulas.pdf,Valvulas
060133000,Valvulas,06 Válvula bola Otra Válvula Bola,1/2”,06_Valvulas.pdf,Valvulas
060133001,Valvulas,Válvula Bola Pesada,1/2”,06_Valvulas.pdf,Valvulas
060133002,Valvulas,06 Válvula bola Otra Válvula Bola,1/2”,06_Valvulas.pdf,Valvulas
060144000,Valvulas,06 Válvula bola Otra Válvula Bola,3/4”,06_Valvulas.pdf,Valvulas
060144001,Valvulas,Válvula Bola Pesada,3/4”,06_Valvulas.pdf,Valvulas
060144002,Valvulas,06 Válvula bola Otra Válvula Bola,3/4”,06_Valvulas.pdf,Valvulas
060155000,Valvulas,06 Válvula bola Otra Válvula Bola,1”,06_Valvulas.pdf,Valvulas
060155001,Valvulas,Válvula Bola Pesada,1”,06_Valvulas.pdf,Valvulas
060155002,Valvulas,06 Válvula bola Otra Válvula Bola,1”,06_Valvulas.pdf,Valvulas
060166000,Valvulas,06 Válvula bola Otra Válvula Bola,1.1/4”,06_Valvulas.pdf,Valvulas
060166001,Valvulas,Válvula Bola Pesada,1.1/4”,06_Valvulas.pdf,Valvulas
060166002,Valvulas,06 Válvula bola Otra Válvula Bola,1.1/4”,06_Valvulas.pdf,Valvulas
060177000,Valvulas,06 Válvula bola Otra Válvula Bola,1.1/2”,06_Valvulas.pdf,Valvulas
060177001,Valvulas,Válvula Bola Pesada,1.1/2”,06_Valvulas.pdf,Valvulas
060177002,Valvulas,06 Válvula bola Otra Válvula Bola,1.1/2”,06_Valvulas.pdf,Valvulas
060188000,Valvulas,06 Válvula bola Otra Válvula Bola,2”,06_Valvulas.pdf,Valvulas
060188001,Valvulas,Válvula Bola Pesada,2”,06_Valvulas.pdf,Valvulas
060188002,Valvulas,06 Válvula bola Otra Válvula Bola,2”,06_Valvulas.pdf,Valvulas
060199000,Valvulas,06 Válvula bola Otra Válvula Bola,2.1/2”,06_Valvulas.pdf,Valvulas
0601AA000,Valvulas,06 Válvula bola Otra Válvula Bola,3”,06_Valvulas.pdf,Valvulas
0601BB000,Valvulas,06 Válvula bola Otra Válvula Bola,4”,06_Valvulas.pdf,Valvulas
060233000,Valvulas,Válvula Compuerta Válvula Filtro Tipo Y,1/2”,06_Valvulas.pdf,Valvulas
060244000,Valvulas,Válvula Compuerta Válvula Filtro Tipo Y,3/4”,06_Valvulas.pdf,Valvulas
060255000,Valvulas,Válvula Compuerta Válvula Filtro Tipo Y,1”,06_Valvulas.pdf,Valvulas
060266000,Valvulas,Válvula Compuerta Válvula Filtro Tipo Y,1.1/4”,06_Valvulas.pdf,Valvulas
060277000,Valvulas,Válvula Compuerta Válvula Filtro Tipo Y,1.1/2”,06_Valvulas.pdf,Valvulas
060288000,Valvulas,Válvula Compuerta Válvula Filtro Tipo Y,2”,06_Valvulas.pdf,Valvulas
060299000,Valvulas,Válvula Compuerta Válvula Filtro Tipo Y,2.1/2”,06_Valvulas.pdf,Valvulas
0602AA000,Valvulas,Válvula Compuerta Válvula Filtro Tipo Y,3”,06_Valvulas.pdf,Valvulas
0602BB000,Valvulas,Válvula Compuerta Válvula Filtro Tipo Y,4”,06_Valvulas.pdf,Valvulas
060333000,Valvulas,Válvulas,1/2”,06_Valvulas.pdf,Valvulas
060344000,Valvulas,Válvulas,3/4”,06_Valvulas.pdf,Valvulas
060355000,Valvulas,Válvulas,1”,06_Valvulas.pdf,Valvulas
060366000,Valvulas,Válvulas,1.1/4”,06_Valvulas.pdf,Valvulas
060377000,Valvulas,Válvulas,1.1/2”,06_Valvulas.pdf,Valvulas
060388000,Valvulas,Válvulas,2”,06_Valvulas.pdf,Valvulas
060399000,Valvulas,Válvulas,2.1/2”,06_Valvulas.pdf,Valvulas
0603AA000,Valvulas,Válvulas,3”,06_Valvulas.pdf,Valvulas
0603BB000,Valvulas,Válvulas,4”,06_Valvulas.pdf,Valvulas
060433000,Valvulas,Retención Vertical Acero Inoxidable,1/2”,06_Valvulas.pdf,Valvulas
060444000,Valvulas,Retención Vertical Acero Inoxidable,3/4”,06_Valvulas.pdf,Valvulas
060455000,Valvulas,Retención Vertical Acero Inoxidable,1”,06_Valvulas.pdf,Valvulas
060466000,Valvulas,Retención Vertical Acero Inoxidable,1.1/4”,06_Valvulas.pdf,Valvulas
060477000,Valvulas,Retención Vertical Acero Inoxidable,1.1/2”,06_Valvulas.pdf,Valvulas
060488000,Valvulas,Retención Vertical Acero Inoxidable,2”,06_Valvulas.pdf,Valvulas
060499000,Valvulas,Retención Vertical Acero Inoxidable,2.1/2”,06_Valvulas.pdf,Valvulas
0604AA000,Valvulas,Retención Vertical Acero Inoxidable,3”,06_Valvulas.pdf,Valvulas
0604BB000,Valvulas,Retención Vertical Acero Inoxidable,4”,06_Valvulas.pdf,Valvulas
060533000,Valvulas,Válvulas,1/2”,06_Valvulas.pdf,Valvulas
060533001,Valvulas,Válvulas,1/2”,06_Valvulas.pdf,Valvulas
060533002,Valvulas,Retención Vertical Acero Inoxidable,1/2”,06_Valvulas.pdf,Valvulas
060533003,Valvulas,Red Incendio 2” HI-HE 1/2”,,06_Valvulas.pdf,Valvulas
060544000,Valvulas,Válvulas,3/4”,06_Valvulas.pdf,Valvulas
060544001,Valvulas,Válvulas,3/4”,06_Valvulas.pdf,Valvulas
060544002,Valvulas,Retención Vertical Acero Inoxidable,3/4”,06_Valvulas.pdf,Valvulas
060555000,Valvulas,Válvulas,1”,06_Valvulas.pdf,Valvulas
060555001,Valvulas,Válvulas,1”,06_Valvulas.pdf,Valvulas
060555002,Valvulas,Retención Vertical Acero Inoxidable,1”,06_Valvulas.pdf,Valvulas
060566000,Valvulas,Válvulas,1.1/4”,06_Valvulas.pdf,Valvulas
060566001,Valvulas,Válvulas,1.1/4”,06_Valvulas.pdf,Valvulas
060566002,Valvulas,Retención Vertical Acero Inoxidable,1.1/4”,06_Valvulas.pdf,Valvulas
060577000,Valvulas,Válvulas,1.1/2”,06_Valvulas.pdf,Valvulas
060577001,Valvulas,Válvulas,1.1/2”,06_Valvulas.pdf,Valvulas
060577002,Valvulas,Retención Vertical Acero Inoxidable,1.1/2”,06_Valvulas.pdf,Valvulas
060588000,Valvulas,Válvulas,2”,06_Valvulas.pdf,Valvulas
060588001,Valvulas,Válvulas,2” Émbolo Metálico,06_Valvulas.pdf,Valvulas
060588002,Valvulas,Retención Vertical Acero Inoxidable,2”,06_Valvulas.pdf,Valvulas
060599000,Valvulas,Válvulas,2.1/2”,06_Valvulas.pdf,Valvulas
060599001,Valvulas,Válvulas,2.1/2”,06_Valvulas.pdf,Valvulas
060599002,Valvulas,Retención Vertical Acero Inoxidable,2.1/2”,06_Valvulas.pdf,Valvulas
0605AA000,Valvulas,Válvulas,3”,06_Valvulas.pdf,Valvulas
0605AA001,Valvulas,Válvulas,3”,06_Valvulas.pdf,Valvulas
0605AA002,Valvulas,Retención Vertical Acero Inoxidable,3”,06_Valvulas.pdf,Valvulas
0605BB000,Valvulas,Válvulas,4”,06_Valvulas.pdf,Valvulas
0605BB001,Valvulas,Válvulas,4”,06_Valvulas.pdf,Valvulas
0605BB002,Valvulas,Retención Vertical Acero Inoxidable,4”,06_Valvulas.pdf,Valvulas
060633000,Valvulas,Válvulas,1/2”,06_Valvulas.pdf,Valvulas
060644000,Valvulas,Válvulas,3/4”,06_Valvulas.pdf,Valvulas
060655000,Valvulas,Válvulas,1”,06_Valvulas.pdf,Valvulas
060666000,Valvulas,Válvulas,1.1/4”,06_Valvulas.pdf,Valvulas
060677000,Valvulas,Válvulas,1.1/2”,06_Valvulas.pdf,Valvulas
060688000,Valvulas,Válvulas,2”,06_Valvulas.pdf,Valvulas
060699000,Valvulas,Válvulas,2.1/2”,06_Valvulas.pdf,Valvulas
0606AA000,Valvulas,Válvulas,3”,06_Valvulas.pdf,Valvulas
0606BB000,Valvulas,Válvulas,4”,06_Valvulas.pdf,Valvulas
060722000,Valvulas,Certiﬁcación Según Norma Certiﬁcación Según Norma,3/8”,06_Valvulas.pdf,Valvulas
060733000,Valvulas,Certiﬁcación Según Norma Certiﬁcación Según Norma,1/2”,06_Valvulas.pdf,Valvulas
060744000,Valvulas,Certiﬁcación Según Norma Certiﬁcación Según Norma,3/4”,06_Valvulas.pdf,Valvulas
060755000,Valvulas,Certiﬁcación Según Norma Certiﬁcación Según Norma,1”,06_Valvulas.pdf,Valvulas
060777000,Valvulas,Certiﬁcación Según Norma Certiﬁcación Según Norma,1.1/2”,06_Valvulas.pdf,Valvulas
060788000,Valvulas,Certiﬁcación Según Norma Certiﬁcación Según Norma,2”,06_Valvulas.pdf,Valvulas
060844000,Valvulas,Certiﬁcación Según Norma Manilla Mariposa Manilla Mariposa,,06_Valvulas.pdf,Valvulas
060933000,Valvulas,Válvula Compuerta Válvula Filtro Tipo Y,1/2”,06_Valvulas.pdf,Valvulas
060944000,Valvulas,Válvula Compuerta Válvula Filtro Tipo Y,3/4”,06_Valvulas.pdf,Valvulas
060955000,Valvulas,Válvula Compuerta Válvula Filtro Tipo Y,1”,06_Valvulas.pdf,Valvulas
060966000,Valvulas,Válvula Compuerta Válvula Filtro Tipo Y,1.1/4”,06_Valvulas.pdf,Valvulas
060977000,Valvulas,Válvula Compuerta Válvula Filtro Tipo Y,1.1/2”,06_Valvulas.pdf,Valvulas
060988000,Valvulas,Válvula Compuerta Válvula Filtro Tipo Y,2”,06_Valvulas.pdf,Valvulas
061033001,Valvulas,Certiﬁcación Según Norma Certiﬁcación Según Norma,,06_Valvulas.pdf,Valvulas
061033002,Valvulas,Certiﬁcación Según Norma Manilla Mariposa Manilla Mariposa,,06_Valvulas.pdf,Valvulas
061044001,Valvulas,Certiﬁcación Según Norma Certiﬁcación Según Norma,,06_Valvulas.pdf,Valvulas
061044002,Valvulas,Certiﬁcación Según Norma Manilla Mariposa Manilla Mariposa,,06_Valvulas.pdf,Valvulas
061188000,Valvulas,Red Incendio 2” HI-HE 1/2”,,06_Valvulas.pdf,Valvulas
061233000,Valvulas,Válvula Pedal,,06_Valvulas.pdf,Valvulas
070100320,Llaves,Llaves,Acero Inoxidable HE-HE 1/2” x 3/4”,07_Llaves.pdf,Llaves
070100327,Llaves,Llaves,,07_Llaves.pdf,Llaves
070200321,Llaves,para Jardín/Lavadero para Jardín/Lavadero 1/2” Azul,1/2”,07_Llaves.pdf,Llaves
070200322,Llaves,para Jardín/Lavadero Otra para Jardín/Lavadero Zamak,1/2”,07_Llaves.pdf,Llaves
070200325,Llaves,para Jardín/Lavadero Otra para Jardín/Lavadero Zamak,1/2”,07_Llaves.pdf,Llaves
070200326,Llaves,para Jardín/Lavadero para Jardín/Lavadero 1/2” Azul,,07_Llaves.pdf,Llaves
070200421,Llaves,para Jardín/Lavadero para Jardín/Lavadero 1/2” Azul,3/4”,07_Llaves.pdf,Llaves
070200422,Llaves,para Jardín/Lavadero Otra para Jardín/Lavadero Zamak,3/4”,07_Llaves.pdf,Llaves
070200425,Llaves,para Jardín/Lavadero Otra para Jardín/Lavadero Zamak,3/4”,07_Llaves.pdf,Llaves
070200521,Llaves,para Jardín/Lavadero para Jardín/Lavadero 1/2” Azul,1”,07_Llaves.pdf,Llaves
070200522,Llaves,para Jardín/Lavadero Otra para Jardín/Lavadero Zamak,1”,07_Llaves.pdf,Llaves
070300331,Llaves,Llaves,de Gas (Conecta con,07_Llaves.pdf,Llaves
070300335,Llaves,Llaves,,07_Llaves.pdf,Llaves
070400321,Llaves,Cromado,1/2”,07_Llaves.pdf,Llaves
070400322,Llaves,Bronce Manilla Pomo Bronce Manilla Cruz,1/2”,07_Llaves.pdf,Llaves
070400323,Llaves,Bronce Manilla Pomo Bronce Manilla Cruz,1/2”,07_Llaves.pdf,Llaves
070400421,Llaves,Cromado,3/4”,07_Llaves.pdf,Llaves
070400422,Llaves,Bronce Manilla Pomo Bronce Manilla Cruz,3/4”,07_Llaves.pdf,Llaves
070400423,Llaves,Bronce Manilla Pomo Bronce Manilla Cruz,3/4”,07_Llaves.pdf,Llaves
070500321,Llaves,Cromado,1/2”,07_Llaves.pdf,Llaves
070500322,Llaves,Bronce Manilla Cruz,1/2”,07_Llaves.pdf,Llaves
070500323,Llaves,Bronce Manilla Cruz,1/2”,07_Llaves.pdf,Llaves
070500421,Llaves,Cromado,3/4”,07_Llaves.pdf,Llaves
070500422,Llaves,Bronce Manilla Cruz,3/4”,07_Llaves.pdf,Llaves
070500423,Llaves,Bronce Manilla Cruz,3/4”,07_Llaves.pdf,Llaves
070600321,Llaves,Llaves,1/2”,07_Llaves.pdf,Llaves
070600322,Llaves,Llave de Paso So Llave de Paso So Llave de Paso So,1/2”,07_Llaves.pdf,Llaves
070600323,Llaves,Llave de Paso So Llave de Paso So Llave de Paso So,1/2”,07_Llaves.pdf,Llaves
070600324,Llaves,Llave de Paso So Llave de Paso So Llave de Paso So,1/2”,07_Llaves.pdf,Llaves
070600325,Llaves,Llaves,1/2” Otra,07_Llaves.pdf,Llaves
070600331,Llaves,Llaves,,07_Llaves.pdf,Llaves
070600421,Llaves,Llaves,3/4”,07_Llaves.pdf,Llaves
070600424,Llaves,Llave de Paso So Llave de Paso So Llave de Paso So,3/4”,07_Llaves.pdf,Llaves
070600425,Llaves,Llaves,3/4” Otra,07_Llaves.pdf,Llaves
070600521,Llaves,Llaves,1” 07,07_Llaves.pdf,Llaves
070600525,Llaves,Llaves,1” Otra,07_Llaves.pdf,Llaves
070700321,Llaves,Llave Jardín HE-HE Llave Jardín Light HE-HE 1/2”,1/2”,07_Llaves.pdf,Llaves
070700322,Llaves,Llave Jardín HE-HE Otra Llave Jardín HE-HE 1/2” Bronce,,07_Llaves.pdf,Llaves
070700325,Llaves,Llave Jardín HE-HE Otra Llave Jardín HE-HE 1/2” Bronce,1/2”,07_Llaves.pdf,Llaves
070700331,Llaves,Llave Jardín HE-HE Llave Jardín Light HE-HE 1/2”,,07_Llaves.pdf,Llaves
070700421,Llaves,Llave Jardín HE-HE Llave Jardín Light HE-HE 1/2”,3/4” 07,07_Llaves.pdf,Llaves
070700425,Llaves,Llave Jardín HE-HE Otra Llave Jardín HE-HE 1/2” Bronce,3/4”,07_Llaves.pdf,Llaves
070803411,Llaves,Llaves,,07_Llaves.pdf,Llaves
070803421,Llaves,Llaves,,07_Llaves.pdf,Llaves
070803422,Llaves,Llaves,,07_Llaves.pdf,Llaves
070900322,Llaves,Tipo Emos Bronce Tipo Emos Bronce Tipo Emos Bronce,1/2”,07_Llaves.pdf,Llaves
070900323,Llaves,Tipo Emos Nueva con Manilla Tipo Emos con Manilla,1/2”,07_Llaves.pdf,Llaves
070900422,Llaves,Tipo Emos Bronce Tipo Emos Bronce Tipo Emos Bronce,3/4”,07_Llaves.pdf,Llaves
070900423,Llaves,Tipo Emos Nueva con Manilla Tipo Emos con Manilla,3/4”,07_Llaves.pdf,Llaves
070900522,Llaves,Tipo Emos Bronce Tipo Emos Bronce Tipo Emos Bronce,,07_Llaves.pdf,Llaves
070900722,Llaves,Tipo Emos Bronce Tipo Emos Bronce Tipo Emos Bronce,,07_Llaves.pdf,Llaves
070900724,Llaves,Tipo Emos Nueva con Manilla Tipo Emos con Manilla,1/2”,07_Llaves.pdf,Llaves
070900822,Llaves,Tipo Emos Bronce,,07_Llaves.pdf,Llaves
070900824,Llaves,Tipo Emos Nueva con Manilla Tipo Emos con Manilla,3/4”,07_Llaves.pdf,Llaves
070900924,Llaves,Tipo Emos Nueva con Manilla Tipo Emos con Manilla,1”,07_Llaves.pdf,Llaves
071000300,Llaves,Tipo Emos Bronce 07,1/2”,07_Llaves.pdf,Llaves
071000400,Llaves,Tipo Emos Bronce 07,3/4”,07_Llaves.pdf,Llaves
071000500,Llaves,Tipo Emos Bronce 07,1”,07_Llaves.pdf,Llaves
071000700,Llaves,Tipo Emos Bronce 07,1.1/2” y 2”,07_Llaves.pdf,Llaves
080143000,Fitting Bronce,Bushing HE-HI Codo HI-HE 1/2” Codo So-So,3/4” x 1/2”,08_Fitting-Bronce.pdf,Fitting Bronce
080154000,Fitting Bronce,Bushing HE-HI Codo HI-HE 1/2” Codo So-So,1” x 3/4”,08_Fitting-Bronce.pdf,Fitting Bronce
080165000,Fitting Bronce,Bushing HE-HI Codo HI-HE 1/2” Codo So-So,1.1/4” x 1”,08_Fitting-Bronce.pdf,Fitting Bronce
080233000,Fitting Bronce,Bushing HE-HI Codo HI-HE 1/2” Codo So-So,1”,08_Fitting-Bronce.pdf,Fitting Bronce
080233002,Fitting Bronce,Codo en Bolsa Unitaria Tee en Bolsa Unitaria,HI-HE 1/2”,08_Fitting-Bronce.pdf,Fitting Bronce
080233004,Fitting Bronce,Codo HI-HE,1/2”,08_Fitting-Bronce.pdf,Fitting Bronce
080244000,Fitting Bronce,Bushing HE-HI Codo HI-HE 1/2” Codo So-So,,08_Fitting-Bronce.pdf,Fitting Bronce
080244002,Fitting Bronce,Codo en Bolsa Unitaria Tee en Bolsa Unitaria,HI-HE 3/4”,08_Fitting-Bronce.pdf,Fitting Bronce
080244004,Fitting Bronce,Codo HI-HE,3/4”,08_Fitting-Bronce.pdf,Fitting Bronce
080255000,Fitting Bronce,Bushing HE-HI Codo HI-HE 1/2” Codo So-So,1.1/4”,08_Fitting-Bronce.pdf,Fitting Bronce
080266000,Fitting Bronce,Bushing HE-HI Codo HI-HE 1/2” Codo So-So,2”,08_Fitting-Bronce.pdf,Fitting Bronce
080277000,Fitting Bronce,Bushing HE-HI Codo HI-HE 1/2” Codo So-So,,08_Fitting-Bronce.pdf,Fitting Bronce
080288000,Fitting Bronce,Bushing HE-HI Codo HI-HE 1/2” Codo So-So,,08_Fitting-Bronce.pdf,Fitting Bronce
080333000,Fitting Bronce,Codo HI-HI,1/2”,08_Fitting-Bronce.pdf,Fitting Bronce
080343000,Fitting Bronce,Codo HI-HI,3/4” x 1/2”,08_Fitting-Bronce.pdf,Fitting Bronce
